,Daily_Return,EMA10,EMA100,EMA100Cross,EMA10Cross,EMA12,EMA12Cross,EMA20,EMA20Cross,EMA26,EMA26Cross,EMA50,EMA50Cross,MACD,MACD_Cross,SMA10,SMA100,SMA100Cross,SMA10Cross,SMA15,SMA15Cross,SMA20,SMA20Cross,SMA5,SMA50,SMA50Cross,SMA5Cross,Settle_Price,Time,Volume
9/11/1987,-0.001625025,496.4632065,488.1105137,0,0,496.9084653,0,497.2912428,0,496.9577234,0,494.5961797,0,-1.647514867,0,499.77,488.021,0,0,500.4133333,0,499.65,0,496.6,494.752,0,0,492.3,3194,151
10/11/1987,0.001220753,495.5608053,488.1776323,0,0,496.0763937,0,496.7396958,0,496.5534476,0,494.4747609,0,-1.660248511,0,498.59,488.179,0,0,498.68,0,499.495,0,494.32,494.9,0,0,491.5,3195,6
11/11/1987,0.003454582,494.931568,488.2553029,0,0,495.4646408,0,496.2978201,0,496.2235626,0,494.381633,0,-1.553693102,0,497.36,488.388,0,0,498.5733333,0,499.455,0,492.34,495.074,0,0,492.1,3196,3
12/11/1987,0.002632645,494.7258284,488.3650989,0,0,495.2085422,0,496.0599324,0,496.0440395,0,494.3588239,0,-1.304214826,0,496.02,488.694,0,0,498.2466667,0,499.315,0,491.06,495.176,0,-1,493.8,3197,8
13/11/1987,-0.002221773,494.7938596,488.4984633,0,-1,495.1918434,0,495.9685103,0,495.9741106,0,494.3878896,-1,-1.000787826,0,495.48,488.984,0,0,497.96,0,499.125,0,492.24,495.082,-1,0,495.1,3198,7
16/11/1987,0.003238866,494.6495215,488.6074046,0,1,495.0084829,0,495.7810331,0,495.8278802,0,494.3726783,1,-0.83033435,0,494.78,489.257,0,0,497.5,0,498.55,0,492.96,495.05,1,0,494,3199,1
17/11/1987,-0.002421308,494.8223358,488.7458719,0,-1,495.0994855,-1,495.7637919,0,495.8110002,0,494.4208085,-1,-0.577961364,0,493.81,489.549,0,-1,496.8266667,0,497.335,0,493.3,495.008,-1,0,495.6,3200,637
18/11/1987,0.002022654,494.7455474,488.8578348,0,1,494.9918724,1,495.6339069,0,495.7064816,0,494.4199925,1,-0.464844793,0,493.23,489.787,0,0,496.28,0,497.46,0,494.12,495.092,1,0,494.4,3201,1
19/11/1987,0.008881712,494.8645388,488.9873826,0,-1,495.0546612,-1,495.6116301,0,495.6837793,0,494.4584242,-1,-0.303482866,0,492.82,489.963,0,0,495.54,0,497.33,0,494.58,495.18,-1,0,495.4,3202,0
20/11/1987,0.012404962,495.7618954,489.2014938,0,0,495.7847134,0,496.0105225,-1,495.9886845,-1,494.6678977,0,0.097331211,1,493.57,490.12,0,0,495.2866667,-1,497.195,-1,494.9,495.158,0,0,499.8,3203,238
23/11/1987,-0.001581028,497.623369,489.5341375,0,0,497.3562959,0,496.9619013,0,496.7302635,0,495.1122939,0,0.741867879,0,494.4,490.351,0,0,495.1333333,0,497.085,0,495.84,495.352,0,0,506,3204,39
24/11/1987,0.003562945,499.0009382,489.8443526,0,0,498.5630196,0,497.7464821,0,497.3576514,0,495.5078902,0,1.056962954,0,495.77,490.655,0,0,495.2866667,0,497.18,0,498.24,495.686,0,0,505.2,3205,145
25/11/1987,0.020118343,500.4553131,490.1840684,0,0,499.8610166,0,498.6277695,0,498.0718994,0,495.9585612,0,1.31256951,0,497.14,490.939,0,0,495.54,0,497.25,0,500.16,495.952,0,0,507,3206,103
27/11/1987,0.009860789,503.4998016,490.7190374,0,0,502.5285525,0,500.3965534,0,499.4887957,0,496.7915588,0,2.050567261,0,498.63,491.283,0,0,496.1066667,0,497.325,0,502.68,496.27,0,0,517.2,3207,210
30/11/1987,-0.001914608,506.9180195,491.344403,0,0,505.5703137,0,502.4825959,0,501.1785146,0,497.7918898,0,2.722087664,0,500.97,491.721,0,0,498.06,0,498.225,0,507.04,496.756,0,0,522.3,3208,284
1/12/1987,-0.004795703,509.5329251,491.9375831,0,0,507.9902654,0,504.2747296,0,502.668995,0,498.7137765,0,2.921247205,0,503.69,492.21,0,0,500.1133333,0,499.235,0,511.54,497.376,0,0,521.3,3209,35
2/12/1987,-0.000192753,511.2178478,492.4695121,0,0,509.6533015,0,505.6580887,0,503.8638842,0,499.5014715,0,2.711515228,0,506.42,492.696,0,0,502.0466667,0,500.115,0,514.6,497.896,0,0,518.8,3210,1252
3/12/1987,-0.012916908,512.5782391,492.9889277,0,0,511.0451013,0,506.9001755,0,504.9628558,0,500.254355,0,2.403474768,0,508.74,493.131,0,0,503.8666667,0,500.985,0,517.32,498.374,0,0,518.7,3211,64
4/12/1987,-0.001757812,512.4731047,493.3653846,0,1,511.1920088,0,507.3858731,0,505.4841257,0,500.7149685,0,1.623289858,0,511.17,493.555,0,0,505.64,0,501.995,0,519.66,498.854,0,1,512,3212,260
7/12/1987,0.005087067,512.2234493,493.7165651,0,0,511.1778536,1,507.7395994,0,505.9001164,0,501.1222247,0,0.954515181,0,512.83,493.848,0,1,506.8533333,0,503.2,0,518.62,499.2,0,0,511.1,3213,367
8/12/1987,0.002335994,512.4919131,494.1122767,0,-1,511.5658761,-1,508.3072566,0,506.4778856,0,501.6154708,0,0.611814843,0,513.96,494.132,0,0,507.92,0,504.18,0,516.38,499.562,0,0,513.7,3214,161
9/12/1987,0.016313847,512.9297471,494.5239148,0,0,512.0788182,0,508.935137,0,507.1017459,0,502.1364327,0,0.400717322,0,514.73,494.506,0,-1,509.2333333,0,505.25,0,514.86,499.978,0,-1,514.9,3215,359
10/12/1987,0.009936939,514.8152476,495.0937383,0,0,513.8051539,0,510.3032192,0,508.3016166,0,502.9663765,0,0.741745843,0,515.7,494.862,0,0,510.52,0,506.42,0,514.08,500.456,0,0,523.3,3216,77
11/12/1987,-0.002270577,517.3033844,495.7552484,0,0,516.0658994,0,512.0362459,0,509.7977931,0,503.9676951,0,1.205051877,0,517.33,495.288,0,0,512.4466667,0,507.98,0,515,501.214,0,0,528.5,3217,269
14/12/1987,-0.027308932,519.1209509,496.3798969,0,0,517.7942226,0,513.4899368,0,511.0942529,0,504.8826874,0,1.309532216,0,518.46,495.74,0,0,514.6533333,0,509.715,0,518.3,502.066,0,0,527.3,3218,65
15/12/1987,0.005459154,517.9898689,496.7070277,0,1,517.0412653,1,513.4337523,1,511.2280119,0,505.1970918,0,0.338252677,0,518.96,496.176,0,1,516.4866667,1,511.325,0,521.54,502.882,0,1,512.9,3219,301
16/12/1987,-0.001745201,517.5735291,497.0831262,0,0,516.8349168,0,513.6495854,-1,511.5592703,0,505.6089706,0,-0.159483363,-1,518.12,496.479,0,0,516.9466667,0,512.27,0,521.38,503.356,0,0,515.7,3220,157
17/12/1987,-0.012626263,517.0692511,497.4339553,0,0,516.5218527,0,513.7591487,0,511.7993244,0,505.9694031,0,-0.570081228,0,517.81,496.811,0,0,517.6466667,0,513.275,0,521.54,503.876,0,0,514.8,3221,15
18/12/1987,-0.000590203,515.4748418,497.6491245,0,0,515.2569523,0,513.2392298,1,511.5401151,1,506.0607991,0,-1.26061794,0,517.42,497.102,0,0,518.1666667,0,514.295,1,519.84,504.358,0,0,508.3,3222,112
21/12/1987,0.008464567,514.1157796,497.8540924,0,0,514.1404981,0,512.7402555,0,511.2778844,0,506.1368462,0,-1.691873105,0,517.05,497.323,0,0,517.5733333,0,514.94,0,515.8,504.63,0,0,508,3223,64
22/12/1987,-0.003318368,513.7856379,498.14015,0,0,513.8573445,0,512.6983264,0,511.3535967,-1,506.3785385,0,-1.640591136,0,516.74,497.496,0,0,516.62,0,515.35,0,511.94,504.88,0,-1,512.3,3224,217
23/12/1987,0.006267137,513.206431,498.3868797,0,0,513.3562146,0,512.4984858,0,511.2977747,1,506.544086,0,-1.668719268,0,516.6,497.694,0,0,516.02,0,515.665,0,511.82,505.218,0,1,510.6,3225,13
24/12/1987,0.003697937,513.3143526,498.69209,0,-1,513.4244893,-1,512.6224396,-1,511.4831247,-1,506.8286316,0,-1.42863569,0,516.17,497.734,0,0,515.4733333,0,515.935,0,510.8,505.584,0,-1,513.8,3226,0
28/12/1987,-0.003878224,513.7481067,499.0288803,0,0,513.7745678,0,512.9155405,0,511.7954858,0,507.1765284,0,-1.112734598,0,515.22,497.796,0,-1,515.1466667,-1,516.275,0,510.6,505.962,0,0,515.7,3227,7
29/12/1987,0.003893323,513.73936,499.3193975,0,1,513.7630959,1,512.990251,0,511.936561,0,507.4323508,0,-1.012225357,0,513.94,497.996,0,1,515.3933333,1,516.2,0,512.08,506.324,0,0,513.7,3228,10
30/12/1987,0.007562536,514.09584,499.6437658,0,-1,514.0610811,-1,513.2483223,0,512.2153342,0,507.7565724,0,-0.794410694,0,512.58,498.166,0,-1,515.5666667,-1,515.77,0,513.22,506.466,0,0,515.7,3229,610
31/12/1987,-0.018090839,515.0965964,500.0389388,0,0,514.9132225,0,513.853244,0,512.7623465,0,508.2210205,0,-0.391425285,0,512.86,498.502,0,0,515.7,0,515.49,-1,513.9,506.414,0,0,519.6,3230,291
4/1/1988,0.005684045,514.2063061,500.2401479,0,1,514.1881113,1,513.505316,1,512.5725431,1,508.2986276,0,-0.741386393,0,513.25,498.816,0,1,516.0133333,1,515.53,1,515.7,506.944,0,1,510.2,3231,213
5/1/1988,0.004872345,514.0051596,500.4947985,0,0,514.0207096,0,513.4667145,0,512.6116139,-1,508.4869167,0,-0.758287217,0,512.79,499,0,-1,515.14,0,515.105,0,514.98,507.208,0,0,513.1,3232,271
6/1/1988,-0.004266874,514.2951306,500.7939114,0,-1,514.2636773,-1,513.6698845,-1,512.8329759,0,508.7658611,0,-0.589345113,0,513.27,499.225,0,0,514.1133333,-1,515.16,-1,514.46,507.508,0,-1,515.6,3233,345
7/1/1988,0.005259057,514.1323795,501.0435369,0,1,514.1308039,1,513.6441812,1,512.8749777,0,508.9475921,0,-0.61137627,0,514.03,499.53,0,1,513.3333333,0,515.385,1,514.84,507.78,0,1,513.4,3234,61
8/1/1988,-0.003293935,514.4901287,501.3416847,0,-1,514.4337572,-1,513.8780687,-1,513.1138682,0,509.2280786,0,-0.437850855,0,514.14,499.882,0,-1,513.3666667,0,515.37,-1,514.38,507.966,0,-1,516.1,3235,65
11/1/1988,-0.002916019,514.4737417,501.6002652,0,1,514.4285637,1,513.9277765,0,513.2091372,0,509.4308991,0,-0.430650627,0,514.69,500.242,0,1,513.3933333,0,515.43,1,513.68,508.212,0,0,514.4,3236,433
12/1/1988,-0.000974849,514.1876068,501.8240223,0,0,514.1934001,0,513.829893,1,513.1862382,1,509.5669423,0,-0.514332181,0,514.75,500.536,0,0,513.3666667,1,514.985,0,514.52,508.39,0,1,512.9,3237,259
13/1/1988,0.013466042,513.8625874,502.0334476,0,0,513.9174924,0,513.6937127,0,513.1279983,0,509.6780426,0,-0.585600018,0,514.47,500.819,0,0,513.6733333,0,514.205,0,514.48,508.664,0,0,512.4,3238,191
14/1/1988,-0.029077604,514.8512079,502.3753595,0,-1,514.7455705,-1,514.2276448,-1,513.5851836,-1,510.0553742,0,-0.171765787,0,514.34,501.148,0,-1,513.9666667,-1,513.46,-1,513.84,508.87,0,-1,519.3,3239,342
15/1/1988,0.004561682,512.9146246,502.411491,0,1,513.123175,1,513.272631,1,512.8899848,1,509.8257517,1,-0.879169967,0,514.7,501.511,0,1,514.4333333,1,513.78,1,515.02,509.182,1,1,504.2,3240,146
18/1/1988,0.002171767,511.7483292,502.4924516,0,0,512.104225,0,512.6276186,0,512.4166526,0,509.6953301,0,-1.139830208,0,513.16,501.687,0,0,514.0066667,0,513.205,0,512.64,509.238,0,0,506.5,3241,241
19/1/1988,-0.00394011,510.9940876,502.5935912,0,0,511.4112673,0,512.1487977,0,512.0598635,0,509.6131603,0,-1.180799056,0,512.79,501.922,0,0,513.52,0,512.79,0,511.06,509.398,0,0,507.6,3242,128
20/1/1988,0.003757911,510.0133444,502.653124,0,0,510.5172262,0,511.5251027,0,511.5813551,0,509.4557814,0,-1.277065418,0,512.24,502.167,0,0,512.98,0,512.755,0,510,509.792,0,0,505.6,3243,88
21/1/1988,-0.002955665,509.5563727,502.7491018,0,0,510.0530376,0,511.1417596,0,511.2790325,0,509.3790841,0,-1.151145169,0,511.24,502.413,0,0,512.44,0,512.635,0,508.64,510.074,0,0,507.5,3244,1073
22/1/1988,-0.017588933,508.9097595,502.813476,0,0,509.4294933,0,510.6520682,0,510.8879931,0,509.246571,0,-1.106919969,0,510.65,502.639,0,0,511.8933333,0,512.395,0,506.28,510.378,0,0,506,3245,304
25/1/1988,0.000201167,506.7625305,502.7003378,1,0,507.5326482,0,509.3613951,0,509.8666603,0,508.7702349,0,-1.585945818,0,509.64,502.871,1,0,510.9866667,0,512.165,0,506.64,510.668,0,0,497.1,3246,413
26/1/1988,-0.006838294,505.0238886,502.5914203,0,0,505.94301,0,508.203167,0,508.9283891,0,508.3165002,0,-1.789850296,0,507.91,502.972,0,0,510.1133333,0,511.33,0,504.76,510.768,0,0,497.2,3247,155
27/1/1988,-0.002227623,502.9831815,502.4173327,0,0,504.0748546,0,506.8314368,0,507.8077677,0,507.7472257,0,-2.029907412,0,506.34,502.959,0,0,509.0533333,0,510.405,0,502.68,510.836,0,0,493.8,3248,867
28/1/1988,-0.028820783,501.1135122,502.2249103,0,0,502.324877,0,505.4855856,0,506.6886738,0,507.1571384,0,-2.128632913,0,504.48,502.93,0,0,507.6,0,509.41,0,500.32,510.81,0,0,492.7,3249,435
29/1/1988,0.000626959,497.0019645,501.7551101,0,0,498.6595113,0,502.9155299,0,504.6006239,0,506.033329,0,-2.964758953,0,501.82,502.896,0,0,506.22,0,508.26,0,497.36,510.784,0,0,478.5,3250,889
1/2/1988,-0.000208855,493.6925164,501.3005535,0,0,495.6042019,0,500.6188127,0,502.6894666,0,504.9653554,0,-3.287128846,0,499.25,502.767,0,0,503.7133333,0,506.205,0,491.86,510.442,0,0,478.8,3251,721
2/2/1988,-0.035303948,490.9666043,500.8530178,0,0,493.0035554,0,498.5313068,0,500.912469,0,503.9353414,0,-3.28862221,0,496.48,502.655,0,0,501.34,0,504.635,0,488.2,510.13,0,0,478.7,3252,212
3/2/1988,0.012776094,485.6635854,500.0796907,0,0,488.2030084,0,495.0330871,0,498.0152491,0,502.2829751,0,-4.153559415,0,493.59,502.477,0,0,499.06,0,502.915,0,484.5,509.796,0,0,461.8,3253,203
4/2/1988,-0.0121873,482.3974789,499.4385087,0,0,485.0486994,0,492.4299359,0,495.7696751,0,500.92678,0,-4.049835517,0,489.21,502.194,0,0,495.6866667,0,500.225,0,478.1,509.036,0,0,467.7,3254,363
5/2/1988,0.001948052,478.6888464,498.6971521,0,0,481.5027457,0,489.5318468,0,493.2682177,0,499.4002396,0,-4.07546549,0,485.23,501.978,0,0,492.2466667,0,497.94,0,473.1,508.27,0,0,462,3255,987
8/2/1988,0.001728235,475.8181471,497.9882976,0,0,478.6407848,0,486.9954804,0,491.0187201,0,497.9688577,0,-3.750343006,0,480.83,501.679,0,0,489.4333333,0,495.235,0,469.8,507.406,0,0,462.9,3256,614
9/2/1988,-0.003019193,473.6148476,497.3093214,0,0,476.3422025,0,484.7768632,0,488.9951112,0,496.6249809,0,-3.220253112,0,477.41,501.397,0,0,486.5266667,0,492.66,0,466.62,506.524,0,0,463.7,3257,1486
10/2/1988,-0.001297859,471.5576026,496.6160675,0,0,474.1818637,0,482.6362096,0,487.0176955,0,495.2789032,0,-2.722541055,0,474.06,501.105,0,0,483.6,0,490.2,0,463.62,505.454,0,0,462.3,3258,137
11/2/1988,0.013645224,469.7653112,495.9246602,0,0,472.261577,0,480.6422849,0,485.1423107,0,493.9620835,0,-2.213954336,0,470.91,500.815,0,0,480.7133333,0,487.695,0,463.72,504.254,0,0,461.7,3259,2233
12/2/1988,-0.001923077,469.4443455,495.3716966,0,0,471.6059497,0,479.4382577,0,483.8725099,0,492.9439626,0,-1.279824615,0,467.81,500.479,0,-1,477.66,0,484.815,0,462.52,503.062,0,-1,468,3260,1416
16/2/1988,0.003425391,469.0181009,494.8118611,0,0,470.9127267,0,478.2631856,0,482.6301018,0,491.9304738,0,-0.584511608,0,466.76,500.21,0,0,475.1266667,0,483.005,0,463.72,502.046,0,0,467.1,3261,425
17/2/1988,-0.007467463,468.9602644,494.2947945,0,0,470.5723072,0,477.352406,0,481.5982424,0,491.0194748,0,0.085542631,1,465.59,499.934,0,0,473.1266667,0,481.035,0,464.56,501.014,0,0,468.7,3262,507
18/2/1988,0.004514187,468.2765799,493.71866,0,0,469.7457984,0,476.195034,0,480.3835577,0,490.0069464,0,0.37897476,0,464.59,499.674,0,0,471.2266667,0,479.09,0,465.56,500.148,0,1,465.2,3263,287
19/2/1988,-0.001283972,468.0990199,493.1955182,0,0,469.3695217,0,475.3478879,0,479.4144053,0,489.1164779,0,0.777480406,0,464.93,499.396,0,0,469.32,0,477.07,0,466.14,499.23,0,-1,467.3,3264,14
22/2/1988,-0.007928005,467.8446527,492.6708545,0,0,468.9588261,0,474.5242795,0,478.4725975,0,488.2374004,0,1.046874046,0,464.89,499.14,0,0,467.6266667,0,475.06,0,467.26,498.302,0,1,466.7,3265,26
23/2/1988,-0.024406048,466.9638067,492.0833128,0,0,468.0420836,0,473.4267291,0,477.3264792,0,487.2476984,0,1.020999926,0,465.36,498.897,0,1,466.84,0,473.095,0,467,497.338,0,0,463,3266,103
24/2/1988,0.001328315,464.1885692,491.2836432,0,0,465.5279169,0,471.3575168,0,475.4282215,0,485.853671,0,0.324072748,0,465.37,498.673,0,0,465.7866667,0,471.39,0,466.18,496.132,0,0,451.7,3267,2137
25/2/1988,0.001326553,462.0270111,490.5116899,0,0,463.4928528,0,469.5425152,0,473.7150199,0,484.5378408,0,0.001768161,0,464.17,498.331,0,0,463.9866667,0,469.115,0,462.78,494.596,0,0,452.3,3268,1352
26/2/1988,0.000883197,460.3675546,489.766904,0,0,461.8631831,0,467.9575138,0,472.1731666,0,483.2971411,0,-0.068838536,-1,463.17,497.989,0,0,463.3533333,0,467.04,0,460.2,493.096,0,0,452.9,3269,248
29/2/1988,0.001323627,459.0825446,489.044787,0,0,460.5457703,0,466.5615601,0,470.7751542,0,482.1207827,0,0.009408813,1,462.29,497.626,0,0,462.3666667,0,465.05,0,457.32,491.896,0,0,453.3,3270,1372
1/3/1988,0,458.1402638,488.3488507,0,0,459.5233441,0,465.3556972,0,469.5251428,0,481.0140853,0,0.189595227,0,460.82,497.262,0,0,461.7866667,0,463.79,0,454.64,490.648,0,0,453.9,3271,33
2/3/1988,-0.006829698,457.3693067,487.6666952,0,0,458.6582143,0,464.2646784,0,468.3677248,0,479.9507878,0,0.385506678,0,459.5,496.894,0,0,461.1866667,0,462.545,0,452.82,489.43,0,-1,453.9,3272,239
3/3/1988,0.023957409,456.1748873,486.9366616,0,0,457.4492582,0,462.9823281,0,467.0664119,0,478.8076197,0,0.382290871,0,458.02,496.486,0,0,460.5333333,0,461.305,0,453.26,488.342,0,1,450.8,3273,17
4/3/1988,-0.000649913,457.1612715,486.4349456,0,-1,458.0878339,-1,462.8506778,0,466.6614925,0,478.1328111,0,1.140628742,0,456.58,496.039,0,-1,459.7666667,-1,460.755,-1,452.96,487.198,0,-1,461.6,3274,109
7/3/1988,-0.004335573,457.9137676,485.9372239,0,0,458.5820133,0,462.7029942,0,466.2643449,0,477.4727008,0,1.625564589,0,456.01,495.701,0,0,459.76,0,460.45,0,454.7,486.184,0,0,461.3,3275,17
8/3/1988,0.002177226,458.1658098,485.4097541,0,0,458.6924728,0,462.3788995,0,465.7484675,0,476.7600459,0,1.801521186,0,455.47,495.391,0,0,459.3133333,1,460.415,1,456.3,485.198,0,0,459.3,3276,915
9/3/1988,0.016728221,458.5538444,484.9125312,0,0,458.9397847,0,462.1809091,0,465.3448773,0,476.1145539,0,1.961938601,0,455.1,495.035,0,0,458.7933333,-1,460.235,-1,457.38,484.108,0,0,460.3,3277,61
10/3/1988,-0.004059829,460.2713272,484.5776296,0,0,460.3336639,0,462.7351082,-1,465.541553,-1,475.7963361,0,2.527313703,0,455.96,494.662,0,0,458.2333333,0,460.065,0,458.66,483,0,0,468,3278,3
11/3/1988,0.000429092,461.3310859,484.211736,0,0,461.2207926,0,463.0555741,0,465.5829195,0,475.4160876,0,2.69846071,0,457.53,494.276,0,0,458.42,0,460.35,0,462.1,482.086,0,0,466.1,3279,0
14/3/1988,0.010293802,462.2345248,483.8570481,0,0,462.0022091,0,463.364567,0,465.6360366,0,475.058594,0,2.741408131,0,458.85,493.754,0,0,458.34,0,460.57,0,463,481.094,0,0,466.3,3280,118
15/3/1988,-0.002122692,463.8464294,483.6044333,0,0,463.4018692,0,464.1012749,0,466.0407746,0,474.903355,0,2.989064191,0,460.15,493.486,0,0,458.3133333,0,460.485,0,464,480.028,0,0,471.1,3281,30
16/3/1988,-0.004892576,464.9834422,483.3370188,0,0,464.4323509,0,464.6725821,0,466.341458,0,474.7149882,0,2.975089987,0,461.87,493.227,0,0,458.8533333,0,460.685,0,466.36,479.246,0,0,470.1,3282,117
17/3/1988,0.0006413,465.4955437,483.0293551,0,0,464.9504508,0,464.9704314,0,466.4494981,0,474.4438121,0,2.70811976,0,463.49,492.947,0,0,460.08,0,460.755,0,468.32,478.386,0,1,467.8,3283,340
18/3/1988,0.013245033,465.9690812,482.7337243,0,0,465.4349968,0,465.2684856,0,466.5717575,0,474.1950352,0,2.456325119,0,465.19,492.605,0,0,461.1133333,0,460.885,0,468.28,477.43,0,0,468.1,3284,97
21/3/1988,-0.002319207,467.4837937,482.5667198,0,0,466.7988434,0,466.1286298,0,467.1442199,0,474.1991515,-1,2.598167488,0,465.84,492.245,0,0,462.1266667,0,460.925,0,468.68,476.524,0,-1,474.3,3285,0
22/3/1988,0.00591716,468.5231039,482.3812402,0,0,467.7836368,0,466.8020936,0,467.5927962,0,474.1599691,1,2.507507602,0,467.14,491.95,0,0,463.5266667,0,461.305,0,470.28,475.688,0,0,473.2,3286,66
23/3/1988,0.004831933,469.8825396,482.254879,0,0,469.0476926,0,467.6780847,0,468.2155521,0,474.2321271,-1,2.51904612,0,468.53,491.627,0,0,464.8133333,0,461.815,0,470.7,474.864,-1,0,476,3287,203
24/3/1988,-0.002508886,471.4129869,482.1765646,0,0,470.4711245,0,468.6896957,0,468.9625482,0,474.3916516,0,2.556385502,0,470.1,491.395,0,0,466.2866667,0,463.03,0,471.88,474.126,0,0,478.3,3288,369
25/3/1988,0.005449591,472.4469893,482.0760386,0,0,471.4909515,0,469.4906771,0,469.5653224,0,474.4978613,0,2.378750631,0,471.13,491.157,0,0,468.12,0,464.33,0,473.98,473.444,0,0,477.1,3289,52
28/3/1988,-0.001250782,473.7657185,482.0289883,0,0,472.7538821,0,470.4629935,0,470.3160393,0,474.7018667,0,2.312771444,0,472.23,490.891,0,0,469.1533333,0,465.54,0,475.78,472.6,0,0,479.7,3290,10
29/3/1988,0.00313087,474.7355879,481.9709885,0,0,473.7302079,0,471.2855656,0,470.966703,0,474.8743426,0,2.110746818,0,473.57,490.674,0,0,470.38,0,466.86,0,476.86,472.11,0,0,479.1,3291,160
30/3/1988,-0.00707449,475.8018446,481.9438402,0,0,474.787099,0,472.1726546,0,471.6802806,0,475.0988781,0,1.963248284,0,474.37,490.48,0,0,471.7,0,468.12,0,478.04,471.562,0,0,480.6,3292,0
31/3/1988,0.004400671,476.0560547,481.8499028,0,0,475.1583145,0,472.6514494,0,472.0891487,0,475.1812751,0,1.540476575,0,475.42,490.407,0,0,473.0533333,0,469.455,0,478.96,471.022,0,1,477.2,3293,18
4/4/1988,-0.007719591,476.6458629,481.7994097,0,0,475.7954969,0,473.2846447,0,472.6232858,0,475.3427937,0,1.314817455,0,476.36,490.264,0,0,473.6666667,0,470.775,0,478.74,470.454,0,-1,479.3,3294,202
5/4/1988,-0.011143818,476.455706,481.6766491,0,1,475.7654205,1,473.5051547,0,472.8437832,0,475.3528802,0,0.851394928,0,477.48,490.134,0,1,474.5466667,0,471.66,0,479.18,469.89,0,1,475.6,3295,448
6/4/1988,0.002976823,475.3364868,481.4513689,0,0,474.9245865,0,473.1999019,1,472.6553548,1,475.1547281,1,0.159191514,0,477.61,489.975,0,0,475.1666667,1,472.375,1,478.36,469.282,0,0,470.3,3296,356
7/4/1988,0.001695993,474.6753073,481.2582725,0,0,474.4284963,0,473.0570541,0,472.5845878,0,475.0192485,0,-0.212905362,-1,477.32,489.757,0,0,475.1133333,0,472.925,0,476.6,468.746,0,0,471.7,3297,0
8/4/1988,0.002116402,474.2797969,481.0848414,0,0,474.1318046,0,473.0040013,0,472.578322,0,474.9204545,0,-0.402665074,0,476.89,489.536,0,0,475.22,0,473.495,0,474.82,468.236,0,0,472.5,3298,1502
11/4/1988,-0.002111932,474.1380157,480.9346465,0,0,474.0346039,0,473.0512393,-1,472.6465944,-1,474.8647504,0,-0.454510577,0,476.31,489.31,0,0,475.5333333,0,473.72,0,473.88,467.81,0,0,473.5,3299,13
12/4/1988,-0.009312169,473.8401946,480.7676238,0,0,473.798511,0,472.9987403,1,472.6357356,1,474.7720151,0,-0.543795705,0,475.95,489.105,0,0,475.8933333,0,474.09,0,472.72,467.426,0,0,472.5,3300,221
13/4/1988,0.016235847,472.7965229,480.5167797,0,0,472.921817,0,472.5321936,0,472.2997552,0,474.5103674,0,-0.867607428,0,475.23,488.874,0,0,475.7733333,0,474.4,0,472.1,467.306,0,0,468.1,3301,180
14/4/1988,0.005045197,473.3244278,480.421398,0,-1,473.3492297,-1,472.8338894,-1,472.5516252,-1,474.5570197,-1,-0.553651713,0,474.13,488.611,0,-1,475.4333333,-1,474.25,-1,471.66,467.092,0,-1,475.7,3302,105
15/4/1988,0.007529805,474.1927137,480.3754297,0,0,474.0801175,0,473.3354238,0,472.9626159,0,474.6959601,0,-0.187003767,0,473.64,488.414,0,0,475.4133333,0,474.53,0,472.46,467.032,0,0,478.1,3303,169
18/4/1988,-0.003321569,475.5576748,480.4016588,-1,0,475.2524071,0,474.1320501,0,473.6098295,0,474.9706283,0,0.270457772,1,473.73,488.197,0,0,475.4,0,475.045,0,473.58,467.358,0,0,481.7,3304,590
19/4/1988,-0.002916059,476.3835521,480.3956854,1,0,475.9981906,0,474.7004263,0,474.0905829,0,475.1717801,0,0.428390342,0,473.97,487.954,0,0,475.7066667,0,475.725,0,475.22,467.638,0,0,480.1,3305,290
20/4/1988,-0.00459578,476.8047245,480.3621074,0,0,476.4138536,0,475.0813381,0,474.4320212,0,475.3101417,0,0.402092016,0,474.42,487.703,0,0,475.7333333,0,476.015,0,476.74,468,0,0,478.7,3306,580
21/4/1988,-0.01112277,476.74932,480.2856301,0,1,476.4271069,0,475.2164487,0,474.5852048,0,475.3568028,0,0.209729355,0,475.26,487.42,0,0,475.7066667,0,476.29,0,478.86,468.316,0,1,476.5,3307,1419
22/4/1988,-0.004881154,475.7403527,480.1057166,0,0,475.6229366,1,474.8339298,1,474.3344489,1,475.1937909,1,-0.274948018,-1,475.74,487.013,0,1,475.4333333,1,476.315,1,479.02,468.572,0,0,471.2,3308,288
25/4/1988,0.002345916,474.4966522,479.8838212,0,0,474.5886387,0,474.2687936,0,473.9318971,0,474.9469756,0,-0.725355349,0,475.61,486.502,0,0,475.0333333,0,475.96,0,477.64,468.75,0,0,468.9,3309,755
26/4/1988,0.006382979,473.6790791,479.688102,0,0,473.8826943,0,473.8622418,0,473.6406455,0,474.7529766,0,-0.912038495,0,475.15,485.978,0,0,474.34,0,475.55,0,475.08,468.894,0,0,470,3310,32
27/4/1988,0.007188161,473.5556102,479.5556643,0,0,473.7468951,0,473.7801236,0,473.5931903,0,474.6842324,0,-0.800305911,0,474.9,485.49,0,0,473.9666667,0,475.065,0,473.06,468.934,0,0,473,3311,0
